"dbpedia_id_2503","HM_id_2621","0.9"
"dbpedia_id_819","HM_id_2476","0.8666666666666667"
"dbpedia_id_4097","HM_id_3732","0.9"
"dbpedia_id_7087","HM_id_3011","0.9"
"dbpedia_id_2611","HM_id_3724","0.7666666666666667"
"dbpedia_id_2060","HM_id_3300","1.0"
"dbpedia_id_4457","HM_id_3027","0.9"
"dbpedia_id_2567","HM_id_2360","0.7000000000000001"
"dbpedia_id_1929","HM_id_1251","1.0"
"dbpedia_id_7325","HM_id_3407","0.9"
"dbpedia_id_4700","HM_id_4704","0.7000000000000001"
"dbpedia_id_9639","HM_id_3828","0.9"
"dbpedia_id_8581","HM_id_2696","0.9"
"dbpedia_id_9241","HM_id_2746","0.9"
"dbpedia_id_8137","HM_id_3269","0.9"
"dbpedia_id_8815","HM_id_3092","0.9"
"dbpedia_id_9543","HM_id_3068","0.9"
"dbpedia_id_9345","HM_id_3605","0.7000000000000001"
"dbpedia_id_3197","HM_id_1357","0.9"
"dbpedia_id_6818","HM_id_1638","0.7650000000000001"
"dbpedia_id_3142","HM_id_2660","0.9"
"dbpedia_id_9283","HM_id_2931","1.0"
"dbpedia_id_2523","HM_id_4422","0.9"
"dbpedia_id_5645","HM_id_2281","0.7000000000000001"
"dbpedia_id_8324","HM_id_4119","1.0"
"dbpedia_id_1606","HM_id_3874","0.9"
"dbpedia_id_3404","HM_id_1929","0.9"
"dbpedia_id_9447","HM_id_1910","0.7000000000000001"
"dbpedia_id_2451","HM_id_2336","0.7857142857142857"
"dbpedia_id_1523","HM_id_2407","0.9"
"dbpedia_id_6827","HM_id_1027","0.9"
"dbpedia_id_9305","HM_id_2485","1.0"
"dbpedia_id_3467","HM_id_3107","0.8333333333333334"
"dbpedia_id_5377","HM_id_4525","0.9"
"dbpedia_id_9375","HM_id_2870","0.9"
"dbpedia_id_2598","HM_id_4017","0.9"
"dbpedia_id_2028","HM_id_2938","0.9"
"dbpedia_id_10055","HM_id_2214","0.9"
"dbpedia_id_6808","HM_id_2486","0.9"
"dbpedia_id_2324","HM_id_4310","0.9"
"dbpedia_id_9113","HM_id_4683","0.7333333333333333"
"dbpedia_id_1967","HM_id_3955","0.9"
"dbpedia_id_3464","HM_id_3324","0.8333333333333334"
"dbpedia_id_3117","HM_id_4065","0.9"
"dbpedia_id_5210","HM_id_3554","0.9"
"dbpedia_id_1178","HM_id_3573","0.7000000000000001"
"dbpedia_id_2067","HM_id_3943","0.9"
"dbpedia_id_6751","HM_id_1236","0.9"
"dbpedia_id_4270","HM_id_2872","0.9"
"dbpedia_id_9252","HM_id_3457","0.92"
"dbpedia_id_7228","HM_id_3360","0.9"
"dbpedia_id_6811","HM_id_3848","0.9"
"dbpedia_id_2026","HM_id_2508","0.9"
"dbpedia_id_2908","HM_id_1689","0.8"
"dbpedia_id_2479","HM_id_3468","0.9"
"dbpedia_id_7105","HM_id_3827","1.0"
"dbpedia_id_10019","HM_id_2451","0.9"
"dbpedia_id_1955","HM_id_2636","0.9"
"dbpedia_id_1643","HM_id_3526","0.9"
"dbpedia_id_7336","HM_id_1994","1.0"
"dbpedia_id_1134","HM_id_2353","0.9"
"dbpedia_id_7187","HM_id_1601","1.0"
"dbpedia_id_6160","HM_id_3789","0.7666666666666667"
"dbpedia_id_1077","HM_id_2867","1.0"
"dbpedia_id_7132","HM_id_4727","0.8111111111111111"
"dbpedia_id_1164","HM_id_3289","0.9"
"dbpedia_id_1588","HM_id_3948","0.9"
"dbpedia_id_2617","HM_id_2251","0.7400000000000001"
"dbpedia_id_2537","HM_id_1819","0.9"
"dbpedia_id_2030","HM_id_3663","0.7000000000000001"
