"HM_id_2148","movie_id_2484","1.0"
"HM_id_2016","movie_id_8048","1.0"
"HM_id_3578","movie_id_593","1.0"
"HM_id_2089","movie_id_2956","1.0"
"HM_id_1841","movie_id_5677","1.0"
"HM_id_1474","movie_id_1264","1.0"
"HM_id_2088","movie_id_2759","1.0"
"HM_id_4056","movie_id_3005","1.0"
"HM_id_4848","movie_id_1191","0.7"
"HM_id_3476","movie_id_5130","0.7"
"HM_id_1388","movie_id_4064","1.0"
"HM_id_4204","movie_id_4133","1.0"
"HM_id_3062","movie_id_2099","1.0"
"HM_id_2187","movie_id_6922","1.0"
"HM_id_2210","movie_id_381","1.0"
"HM_id_3224","movie_id_1528","1.0"
"HM_id_3643","movie_id_1114","1.0"
"HM_id_4082","movie_id_6116","0.7"
"HM_id_3956","movie_id_1240","0.7"
"HM_id_3522","movie_id_4778","1.0"
"HM_id_1067","movie_id_3015","1.0"
"HM_id_1695","movie_id_6659","1.0"
"HM_id_4757","movie_id_6874","1.0"
"HM_id_1780","movie_id_6392","1.0"
"HM_id_4002","movie_id_1869","1.0"
"HM_id_4120","movie_id_940","1.0"
"HM_id_3440","movie_id_4187","1.0"
"HM_id_1346","movie_id_4799","1.0"
"HM_id_3174","movie_id_7544","1.0"
"HM_id_1647","movie_id_567","1.0"
"HM_id_1017","movie_id_5337","1.0"
"HM_id_3454","movie_id_6450","1.0"
"HM_id_3005","movie_id_1667","1.0"
"HM_id_1821","movie_id_3894","1.0"
"HM_id_1796","movie_id_2959","1.0"
"HM_id_1141","movie_id_6734","1.0"
"HM_id_3912","movie_id_749","1.0"
"HM_id_3913","movie_id_1546","0.7"
"HM_id_4650","movie_id_3209","1.0"
"HM_id_3315","movie_id_3817","1.0"
"HM_id_2614","movie_id_1465","1.0"
"HM_id_2784","movie_id_1230","1.0"
"HM_id_3529","movie_id_2509","1.0"
"HM_id_3920","movie_id_4671","1.0"
"HM_id_3893","movie_id_2932","1.0"
"HM_id_2475","movie_id_8426","1.0"
"HM_id_2425","movie_id_897","0.7"
"HM_id_4011","movie_id_3936","1.0"
"HM_id_3725","movie_id_6044","0.8"
"HM_id_3072","movie_id_3286","1.0"
"HM_id_4687","movie_id_5064","1.0"
"HM_id_3554","movie_id_592","1.0"
"HM_id_2413","movie_id_249","1.0"
"HM_id_2370","movie_id_9768","1.0"
"HM_id_4309","movie_id_2825","1.0"
"HM_id_1963","movie_id_4433","1.0"
"HM_id_2870","movie_id_948","1.0"
"HM_id_2554","movie_id_100","1.0"
"HM_id_3930","movie_id_5027","0.7"
"HM_id_1619","movie_id_8397","1.0"
"HM_id_3987","movie_id_7126","1.0"
"HM_id_4190","movie_id_1423","0.7"
"HM_id_2991","movie_id_2987","1.0"
"HM_id_3217","movie_id_1360","1.0"
"HM_id_2552","movie_id_2095","1.0"
"HM_id_3090","movie_id_558","1.0"
"HM_id_2924","movie_id_1929","1.0"
"HM_id_1496","movie_id_1286","1.0"
"HM_id_3540","movie_id_4894","1.0"
"HM_id_2806","movie_id_9135","1.0"
"HM_id_2149","movie_id_2399","1.0"
"HM_id_1800","movie_id_1599","1.0"
"HM_id_3204","movie_id_2177","1.0"
"HM_id_3640","movie_id_2851","1.0"
"HM_id_3685","movie_id_2328","1.0"
"HM_id_3511","movie_id_9549","1.0"
"HM_id_1688","movie_id_7052","1.0"
"HM_id_1277","movie_id_7270","1.0"
"HM_id_2689","movie_id_7569","1.0"
"HM_id_1864","movie_id_591","1.0"
"HM_id_3271","movie_id_1218","1.0"
"HM_id_4014","movie_id_6816","1.0"
"HM_id_3657","movie_id_102","1.0"
